C02220	C02220
h	C00080
nadh	C00004
C02494	C02494
h2o	C00001
C02216	C02216
rib-D	C00121
accoa	C00024
C02214	C02214
ac	C00033
C02411	C02411
C02220	C02220
h2o	C00001
C03453	C03453
nh4	C00014
C02774	C02774
nad	C00003
C02217	C02217
nadh	C00004
h	C00080
C02200	C02200
C02467	C02467
C02199	C02199
C03946	C03946
udp	C00015
C04194	C04194
C02771	C02771
nadp	C00006
C02206	C02206
unaga	C20390
nadph	C00005
h	C00080
C02771	C02771
nad	C00003
C02206	C02206
nadh	C00004
h	C00080
grdp	C00341
C06307	C06307
ppi	C00013
C00689	C00689
pi	C00009
g6p	C00092
C00663	C00663
amet	C00019
C02341	C02341
ahcys	C00021
C11515	C11515
grdp	C00341
C06308	C06308
ppi	C00013
C11498	C11498
C11507	C11507
C03576	C03576
C00372	C00372
C00718	C00718
C00372	C00372
C00718	C00718
amet	C00019
C02341	C02341
ahcys	C00021
C11514	C11514
amet	C00019
C01902	C01902
ahcys	C00021
C11513	C11513
C11496	C11496
C11506	C11506
C03576	C03576
C08565	C08565
o2	C00007
C08543	C08543
C08543	C08543
h2o	C00001
C17753	C17753
C00096	C00096
3pg	C00197
gdp	C00035
C11516	C11516
udpg	C00029
C00530	C00530
udp	C00015
C06186	C06186
C00355	C00355
C08538	C08538
C08543	C08543
h2o	C00001
C20568	C20568
h2o	C00001
C20569	C20569
C20560	C20560
h2o	C00001
spmd	C00315
urea	C00086
C20567	C20567
h2o	C00001
C05925	C05925
C20567	C20567
h2o	C00001
C20566	C20566
atp	C00002
ppi	C00013
C20565	C20565
succoa	C00091
ac	C00033
accoa	C00024
succ	C00042
C01842	C01842
h2o	C00001
C00803	C00803
nh4	C00014
dmpp	C00235
C20045	C20045
ppi	C00013
C20564	C20564
urdglyc	C00603
nadp	C00006
C00802	C00802
nadph	C00005
h	C00080
cbp	C00169
C01444	C01444
pi	C00009
C00802	C00802
C01117	C01117
C02269	C02269
C00801	C00801
C00676	C00676
urdglyc	C00603
nad	C00003
C00802	C00802
nadh	C00004
h	C00080
udpg	C00029
C06563	C06563
udp	C00015
C09126	C09126
C01040	C01040
h2o	C00001
C00800	C00800
amet	C00019
C05580	C05580
ahcys	C00021
C05584	C05584
amet	C00019
C06563	C06563
ahcys	C00021
C00814	C00814
C00138	C00138
trdox	C00343
C00139	C00139
trdrd	C00342
h	C00080
C08540	C08540
udpglcur	C00167
C08537	C08537
udp	C00015
h2o	C00001
C02061	C02061
C00205	C00205
o2	C00007
C16693	C16693
C00580	C00580
C00997	C00997
h2o	C00001
C11143	C11143
C01000	C01000
h	C00080
C00580	C00580
mqn8	C00828
h2o	C00001
C11143	C11143
C05819	C05819
dmpp	C00235
ppi	C00013
C18051	C18051
C00089	C00089
C00372	C00372
fru	C00095
C00372	C00372
tyr-L	C00082
C08538	C08538
C08565	C08565
h2o	C00001
C00390	C00390
o2	C00007
C00399	C00399
h2o	C00001
C01371	C01371
C13645	C13645
h2o2	C00027
C00720	C00720
h2o	C00001
C00641	C00641
h2o	C00001
C02112	C02112
C00162	C00162
co2	C00011
h2o2	C00027
C00237	C00237
h2o	C00001
o2	C00007
C00704	C00704
h	C00080
h2o2	C00027
o2	C00007
h2o2	C00027
gthrd	C00051
gthox	C00127
h2o	C00001
C00209	C00209
o2	C00007
h2o2	C00027
co2	C00011
akg	C00026
sucsal	C00232
co2	C00011
accoa	C00024
h2o	C00001
akg	C00026
C01251	C01251
coa	C00010
akg	C00026
nh4	C00014
C05572	C05572
h2o	C00001
C00955	C00955
nadp	C00006
C00637	C00637
nadph	C00005
h	C00080
C00637	C00637
o2	C00007
h2o	C00001
C00954	C00954
h2o2	C00027
C04202	C04202
h2o	C00001
C00638	C00638
etoh	C00469
C00639	C00639
nad	C00003
C05960	C05960
nadh	C00004
h	C00080
C00639	C00639
nadp	C00006
C00696	C00696
nadph	C00005
h	C00080
3hacoa	C00640
t2ecoa	C00658
h2o	C00001
glu-D	C00217
h2o	C00001
o2	C00007
akg	C00026
nh4	C00014
h2o2	C00027
C00641	C00641
h2o	C00001
C01885	C01885
C00162	C00162
C16426	C16426
h2o	C00001
C04713	C04713
pi	C00009
C16428	C16428
h2o	C00001
C16429	C16429
pi	C00009
C01001	C01001
h2o	C00001
C00058	C00058
C00862	C00862
C16424	C16424
h2o	C00001
C16426	C16426
pi	C00009
C16427	C16427
C03024	C03024
o2	C00007
C16431	C16431
C03161	C03161
h2o	C00001
C16431	C16431
C16447	C16447
C16429	C16429
h2o	C00001
C16430	C16430
pi	C00009
C16430	C16430
C16445	C16445
C05431	C05431
C00030	C00030
o2	C00007
C05432	C05432
C00028	C00028
h2o	C00001
C04083	C04083
C03024	C03024
o2	C00007
C00371	C00371
C03161	C03161
h2o	C00001
C04713	C04713
h2o	C00001
C16427	C16427
pi	C00009
C05431	C05431
C05434	C05434
C08540	C08540
C17759	C17759
C08552	C08552
glc-D	C00031
C15646	C15646
C00040	C00040
C15647	C15647
coa	C00010
C15987	C15987
o2	C00007
h2o	C00001
4abut	C00334
fald	C00067
h2o2	C00027
C17751	C17751
C08538	C08538
C08540	C08540
h2o	C00001
C05604	C05604
C08538	C08538
C08539	C08539
h2o	C00001
C17262	C17262
h2o	C00001
C17261	C17261
pyr	C00022
nh4	C00014
C17261	C17261
udpg	C00029
C17259	C17259
udp	C00015
C00045	C00045
o2	C00007
nadph	C00005
h	C00080
C02658	C02658
nadp	C00006
h2o	C00001
co2	C00011
C02658	C02658
nadph	C00005
o2	C00007
cys-L	C00097
h	C00080
C17262	C17262
nadp	C00006
h2o	C00001
C17264	C17264
C17265	C17265
co2	C00011
C17265	C17265
C00045	C00045
C17266	C17266
C00161	C00161
C00161	C00161
accoa	C00024
h2o	C00001
C17263	C17263
coa	C00010
C17263	C17263
C17264	C17264
C17259	C17259
pap	C00053
C17260	C17260
C00054	C00054
2mecdp	C11453
C00138	C00138
C11811	C11811
h2o	C00001
C00139	C00139
C00312	C00312
C01508	C01508
C00379	C00379
nadp	C00006
C00312	C00312
nadph	C00005
h	C00080
C00618	C00618
C00312	C00312
co2	C00011
atp	C00002
C00312	C00312
adp	C00008
C06441	C06441
C00532	C00532
nad	C00003
C00312	C00312
nadh	C00004
h	C00080
icit	C00311
C00417	C00417
h2o	C00001
atp	C00002
C00312	C00312
adp	C00008
C03291	C03291
C11896	C11896
o2	C00007
h	C00080
nadph	C00005
C11898	C11898
h2o	C00001
nadp	C00006
C11895	C11895
o2	C00007
h	C00080
nadph	C00005
C11897	C11897
h2o	C00001
nadp	C00006
C00313	C00313
C00798	C00798
co2	C00011
atp	C00002
pydxn	C00314
adp	C00008
pdx5p	C00627
4hbz	C00156
ac	C00033
nadh	C00004
unagamu	C20497
h	C00080
C00811	C00811
h2o	C00001
nad	C00003
C00157	C00157
h2o	C00001
g3pc	C00670
C00162	C00162
dmpp	C00235
ipdp	C00129
ppi	C00013
grdp	C00341
dmpp	C00235
ipdp	C00129
ppi	C00013
C02569	C02569
udpg	C00029
4hbz	C00156
udp	C00015
C03993	C03993
dmpp	C00235
trp-L	C00078
ppi	C00013
C04290	C04290
atp	C00002
10fthf	C00234
glu-L	C00025
adp	C00008
pi	C00009
C05928	C05928
methf	C00445
h2o	C00001
10fthf	C00234
h	C00080
4mop	C00233
co2	C00011
C04236	C04236
C02949	C02949
h2o	C00001
4hbz	C00156
coa	C00010
sucsal	C00232
cyan	C00177
nh4	C00014
C05715	C05715
h2o	C00001
4mop	C00233
coa	C00010
nad	C00003
ivcoa	C02939
co2	C00011
nadh	C00004
h	C00080
C15789	C15789
o2	C00007
nadph	C00005
C15790	C15790
nadp	C00006
h2o	C00001
C15790	C15790
o2	C00007
C00030	C00030
C15791	C15791
h2o	C00001
C00028	C00028
C00223	C00223
C00296	C00296
coa	C00010
C12208	C12208
C10434	C10434
coa	C00010
C00323	C00323
skm	C00493
C00223	C00223
C00323	C00323
C05608	C05608
nadph	C00005
h	C00080
C02646	C02646
nadp	C00006
G10609	G10609
G10770	G10770
G10619	G10619
G13057	G13057
C18335	C18335
C12420	C12420
C18629	C18629
o2	C00007
C12416	C12416
h2o	C00001
G10615	G10615
G13058	G13058
G10620	G10620
G13059	G13059
C18332	C18332
C18629	C18629
C08543	C08543
o2	C00007
C17753	C17753
h2o	C00001
C06338	C06338
o2	C00007
nadh	C00004
h	C00080
C06342	C06342
nad	C00003
h2o	C00001
C06331	C06331
o2	C00007
C06332	C06332
C00237	C00237
C06343	C06343
o2	C00007
nadh	C00004
h	C00080
C06330	C06330
nad	C00003
h2o	C00001
C06338	C06338
o2	C00007
nadh	C00004
h	C00080
C06339	C06339
nad	C00003
C06333	C06333
o2	C00007
nadh	C00004
h	C00080
C06336	C06336
nh4	C00014
nad	C00003
C06323	C06323
C00028	C00028
h2o	C00001
C06324	C06324
C00030	C00030
pre6b	C06319
nadp	C00006
pre6a	C06320
nadph	C00005
h	C00080
C06328	C06328
o2	C00007
C06329	C06329
C06413	C06413
C00028	C00028
h2o	C00001
C06415	C06415
C00030	C00030
G00123	G00123
h2o	C00001
G00092	G00092
C01132	C01132
C16563	C16563
nadp	C00006
C16564	C16564
nadph	C00005
h	C00080
C17753	C17753
C08539	C08539
C16567	C16567
nadp	C00006
C16568	C16568
nadph	C00005
h	C00080
G10616	G10616
G00123	G00123
G10621	G10621
G00109	G00109
C02090	C02090
C05422	C05422
C03170	C03170
C00072	C00072
C00369	C00369
h2o	C00001
C00718	C00718
C00267	C00267
C00369	C00369
h2o	C00001
C00721	C00721
C00369	C00369
xan	C00385
h2o	C00001
o2	C00007
urate	C00366
h2o2	C00027
urate	C00366
o2	C00007
h2o	C00001
C11821	C11821
h2o2	C00027
xan	C00385
nad	C00003
h2o	C00001
urate	C00366
nadh	C00004
h	C00080
dump	C00365
h2o	C00001
duri	C00526
pi	C00009
dump	C00365
h2o	C00001
duri	C00526
pi	C00009
dump	C00365
mlthf	C00143
dhf	C00415
dtmp	C00364
dump	C00365
mlthf	C00143
dhf	C00415
dtmp	C00364
dutp	C00460
h2o	C00001
dump	C00365
ppi	C00013
C07086	C07086
o2	C00007
nadh	C00004
h	C00080
C05852	C05852
nad	C00003
h2o	C00001
C06607	C06607
h2o	C00001
C06608	C06608
h2s	C00283
C06605	C06605
h2o	C00001
C06607	C06607
C02372	C02372
C06598	C06598
C06602	C06602
C01327	C01327
C06594	C06594
C01327	C01327
C06597	C06597
C00530	C00530
no2	C00088
h	C00080
C05359	C05359
C02372	C02372
h2o	C00001
C06640	C06640
C06639	C06639
h2o	C00001
C06646	C06646
C06647	C06647
C20366	C20366
h2o	C00001
C02167	C02167
24dab	C03283
13dampp	C00986
co2	C00011
uacgam	C00043
C02970	C02970
ump	C00105
C20390	C20390
C06672	C06672
thf	C00101
34dhbz	C00230
5mthf	C00440
C18356	C18356
C12434	C12434
h2o	C00001
C18353	C18353
nadph	C00005
h	C00080
C18355	C18355
nadp	C00006
C07212	C07212
C00340	C00340
o2	C00007
C07213	C07213
C00435	C00435
h2o	C00001
C07083	C07083
o2	C00007
nadph	C00005
h	C00080
C02083	C02083
nadp	C00006
h2o	C00001
C01659	C01659
C01998	C01998
h2o	C00001
C06893	C06893
msa	C00222
dhap	C00111
C02909	C02909
o2	C00007
nadh	C00004
h	C00080
C14104	C14104
nad	C00003
C14104	C14104
nad	C00003
C14105	C14105
nadh	C00004
h	C00080
C14109	C14109
o2	C00007
nadh	C00004
h	C00080
C14110	C14110
nad	C00003
h2o	C00001
co2	C00011
C14098	C14098
o2	C00007
nadh	C00004
h	C00080
C14102	C14102
nad	C00003
C14107	C14107
h2o	C00001
C14108	C14108
pyr	C00022
C14108	C14108
nad	C00003
h2o	C00001
C14109	C14109
nadh	C00004
h	C00080
C06614	C06614
h2o	C00001
C01327	C01327
msa	C00222
C06598	C06598
h2o	C00001
C06599	C06599
C01327	C01327
C02557	C02557
ppcoa	C00100
co2	C00011
C06615	C06615
h2o	C00001
C01327	C01327
msa	C00222
C06680	C06680
C00587	C00587
co2	C00011
C07479	C07479
C11354	C11354
co2	C00011
C06581	C06581
C06582	C06582
co2	C00011
C06641	C06641
co2	C00011
C06640	C06640
C07288	C07288
nad	C00003
C07287	C07287
nadh	C00004
h	C00080
C15791	C15791
C03024	C03024
o2	C00007
C17733	C17733
C03161	C03161
h2o	C00001
C05161	C05161
h2o	C00001
nadp	C00006
C05825	C05825
nh4	C00014
nadph	C00005
h	C00080
C05141	C05141
nadp	C00006
C05300	C05300
nadph	C00005
h	C00080
udpglcur	C00167
C05141	C05141
udp	C00015
C05504	C05504
C05141	C05141
nad	C00003
C05300	C05300
nadh	C00004
h	C00080
C05158	C05158
C05839	C05839
C05161	C05161
h2o	C00001
nad	C00003
C05825	C05825
nh4	C00014
nadh	C00004
h	C00080
C05156	C05156
C00344	C00344
C05976	C05976
C00066	C00066
C05156	C05156
C02056	C02056
C00066	C00066
C05157	C05157
C00623	C00623
nad	C00003
dhap	C00111
nadh	C00004
h	C00080
ala-L	C00041
ala-D	C00133
ala-L	C00041
ala-D	C00133
C20687	C20687
akg	C00026
o2	C00007
C02625	C02625
pyr	C00022
succ	C00042
co2	C00011
3c2hmp	C04411
nad	C00003
C04236	C04236
nadh	C00004
h	C00080
amet	C00019
C05437	C05437
ahcys	C00021
C04525	C04525
C02225	C02225
C04225	C04225
h2o	C00001
C04593	C04593
C04225	C04225
h2o	C00001
C04219	C04219
C00737	C00737
C00737	C00737
C04219	C04219
uacgala	C00203
C04648	C04648
udp	C00015
C06483	C06483
5mdr1p	C04188
5mdru1p	C04582
5mdr1p	C04188
5mdru1p	C04582
amet	C00019
C04207	C04207
ahcys	C00021
C04208	C04208
atp	C00002
C03959	C03959
adp	C00008
C04395	C04395
udpg	C00029
C03963	C03963
udp	C00015
C08886	C08886
3hbACP	C04618
2beACP	C04246
h2o	C00001
3hbACP	C04618
2beACP	C04246
h2o	C00001
butACP	C05745
nad	C00003
2beACP	C04246
nadh	C00004
h	C00080
C00398	C00398
amet	C00019
C08312	C08312
ahcys	C00021
C06332	C06332
asp-L	C00049
C10733	C10733
C16721	C16721
C10660	C10660
C16716	C16716
C16721	C16721
anth	C00108
1pyrr	C15668
C10733	C10733
C10660	C10660
C10740	C10740
C12093	C12093
C10632	C10632
C12093	C12093
C10722	C10722
anth	C00108
C16716	C16716
C12093	C12093
C10738	C10738
C06481	C06481
selnp	C05172
C06482	C06482
pi	C00009
atp	C00002
ser-L	C00065
C16636	C16636
amp	C00020
ppi	C00013
C06481	C06481
betald	C00576
o2	C00007
h2o	C00001
glyb	C00719
h2o2	C00027
dmpp	C00235
nad	C00003
h2o	C00001
C11811	C11811
nadh	C00004
h	C00080
akg	C00026
accoa	C00024
C16579	C16579
coa	C00010
chol	C00114
o2	C00007
h2o	C00001
glyb	C00719
h2o2	C00027
C16600	C16600
nad	C00003
C16589	C16589
co2	C00011
nadh	C00004
h	C00080
C01494	C01494
coa	C00010
atp	C00002
C00406	C00406
C07305	C07305
C16597	C16597
nad	C00003
C16588	C16588
co2	C00011
nadh	C00004
h	C00080
C16594	C16594
atp	C00002
C04628	C04628
adp	C00008
C03004	C03004
o2	C00007
nadph	C00005
h	C00080
C15503	C15503
nadp	C00006
h2o	C00001
C04517	C04517
h2o	C00001
C00071	C00071
g3pc	C00670
g3pc	C00670
C00060	C00060
C04233	C04233
h2o	C00001
C04233	C04233
h2o	C00001
g3pc	C00670
C00162	C00162
C04230	C04230
h2o	C00001
g3pc	C00670
C00162	C00162
atp	C00002
glucys	C00669
ala-B	C00099
adp	C00008
pi	C00009
C04544	C04544
C00668	C00668
C05345	C05345
glucys	C00669
C01879	C01879
cys-L	C00097
glucys	C00669
nadp	C00006
C03646	C03646
nadph	C00005
h	C00080
C00672	C00672
C00673	C00673
din	C05512
pi	C00009
hxan	C00262
C00672	C00672
gtp	C00044
h2o	C00001
C05922	C05922
atp	C00002
gtp	C00044
amp	C00020
gdptp	C04494
uacgam	C00043
C05005	C05005
uacgam	C00043
C05114	C05114
uacgam	C00043
uacmam	C01170
uacgam	C00043
uacmam	C01170
uacgam	C00043
nad	C00003
h2o	C00001
C04573	C04573
nadh	C00004
h	C00080
gtp	C00044
h2o	C00001
gmp	C00144
ppi	C00013
gtp	C00044
h2o	C00001
ahdt	C04895
C00058	C00058
gtp	C00044
h2o	C00001
C00058	C00058
C01304	C01304
ppi	C00013
G10504	G10504
h2o	C00001
glc-D	C00031
C00124	C00124
h2o	C00001
G10519	G10519
glc-D	C00031
g6p	C00092
G00395	G00395
h2o	C00001
G00284	G00284
G10504	G10504
C11409	C11409
nad	C00003
C11383	C11383
nadh	C00004
h	C00080
G10517	G10517
h2o	C00001
C00221	C00221
C01113	C01113
frdp	C00448
ipdp	C00129
udcpdp	C04574
ppi	C00013
G10518	G10518
h2o	C00001
glc-D	C00031
g6p	C00092
h2o	C00001
G09795	G09795
glc-D	C00031
g6p	C00092
C01876	C01876
C00028	C00028
C02941	C02941
C00030	C00030
C02557	C02557
malcoa	C00083
C18026	C18026
nadph	C00005
h	C00080
coa	C00010
C12000	C12000
co2	C00011
h2o	C00001
nadp	C00006
C12001	C12001
nadph	C00005
o2	C00007
h	C00080
C12002	C12002
nadp	C00006
h2o	C00001
G10523	G10523
h2o	C00001
C01019	C01019
C03619	C03619
C06099	C06099
nadph	C00005
h	C00080
o2	C00007
C11409	C11409
nadp	C00006
h2o	C00001
C00951	C00951
nad	C00003
C00468	C00468
nadh	C00004
h	C00080
C00951	C00951
nadp	C00006
C00468	C00468
nadph	C00005
h	C00080
pap	C00053
C00468	C00468
C00054	C00054
C02538	C02538
C00468	C00468
C00058	C00058
C03161	C03161
h2o	C00001
C05297	C05297
o2	C00007
C03024	C03024
C00468	C00468
h	C00080
o2	C00007
nadph	C00005
C05300	C05300
nadp	C00006
h2o	C00001
C00468	C00468
h	C00080
o2	C00007
nadh	C00004
C05298	C05298
nad	C00003
h2o	C00001
C00468	C00468
h	C00080
o2	C00007
nadph	C00005
C05298	C05298
nadp	C00006
h2o	C00001
C00468	C00468
udpglcur	C00167
C11133	C11133
udp	C00015
C01537	C01537
h2o	C00001
etoh	C00469
co2	C00011
nh4	C00014
thr-L	C00188
nad	C00003
2aobut	C03508
nadh	C00004
h	C00080
thr-L	C00188
C00820	C00820
phom	C01102
h2o	C00001
thr-L	C00188
pi	C00009
C00040	C00040
C00187	C00187
coa	C00010
C02530	C02530
C03855	C03855
h2o	C00001
C00187	C00187
glc-D	C00031
C00187	C00187
o2	C00007
nadph	C00005
h	C00080
C03594	C03594
nadp	C00006
h2o	C00001
C02530	C02530
h2o	C00001
C00187	C00187
C00162	C00162
etha	C00189
h2o	C00001
o2	C00007
gcald	C00266
nh4	C00014
h2o2	C00027
atp	C00002
etha	C00189
adp	C00008
C00346	C00346
C00805	C00805
C00146	C00146
co2	C00011
C00307	C00307
h2o	C00001
cmp	C00055
C00588	C00588
glyc3p	C00093
fad	C00016
dhap	C00111
fadh2	C01352
glyc3p	C00093
C15602	C15602
dhap	C00111
C15603	C15603
glyc3p	C00093
nadp	C00006
dhap	C00111
nadph	C00005
h	C00080
glyc3p	C00093
nadp	C00006
g3p	C00118
nadph	C00005
h	C00080
glyc3p	C00093
o2	C00007
dhap	C00111
h2o2	C00027
atp	C00002
C00116	C00116
adp	C00008
glyc3p	C00093
C19670	C19670
h2o	C00001
C00712	C00712
nh4	C00014
glyc3p	C00093
h2o	C00001
C00116	C00116
pi	C00009
glyc3p	C00093
nad	C00003
dhap	C00111
nadh	C00004
h	C00080
C09755	C09755
h2o	C00001
C01709	C01709
C08247	C08247
amet	C00019
C03219	C03219
ahcys	C00021
C03982	C03982
C02269	C02269
C00701	C00701
C02269	C02269
C00701	C00701
C05485	C05485
nad	C00003
C03205	C03205
nadh	C00004
h	C00080
C05977	C05977
h2o	C00001
C03201	C03201
pi	C00009
C03198	C03198
C05343	C05343
C03198	C03198
C00028	C00028
C03590	C03590
C00030	C00030
C04234	C04234
h2o	C00001
C03215	C03215
pi	C00009
C03748	C03748
C03207	C03207
h2o	C00001
C03205	C03205
C04108	C04108
C19909	C19909
C19910	C19910
lac-D	C00256
mthgxl	C00546
h2o	C00001
C05942	C05942
h2o	C00001
C19907	C19907
hco3	C00288
C05942	C05942
C19907	C19907
co2	C00011
C03428	C03428
C16144	C16144
ppi	C00013
amet	C00019
C19896	C19896
ahcys	C00021
C19895	C19895
amet	C00019
C00509	C00509
ahcys	C00021
C09833	C09833
C19894	C19894
C19795	C19795
h2o	C00001
C00533	C00533
nh4	C00014
h	C00080
C05359	C05359
C05361	C05361
h2o	C00001
C14695	C14695
C01847	C01847
o2	C00007
C19911	C19911
glx	C00048
fmn	C00061
h2o	C00001
C01235	C01235
C00492	C00492
C00137	C00137
C01613	C01613
C01595	C01595
C00030	C00030
o2	C00007
C07289	C07289
C00028	C00028
h2o	C00001
C07290	C07290
nadph	C00005
h	C00080
o2	C00007
C07291	C07291
nadp	C00006
h2o	C00001
C07347	C07347
C00030	C00030
o2	C00007
C07348	C07348
C00028	C00028
h2o	C00001
C00340	C00340
C00704	C00704
h	C00080
C00435	C00435
h2o2	C00027
succ	C00042
nad	C00003
fum	C00122
nadh	C00004
h	C00080
C07111	C07111
h2o	C00001
C00028	C00028
C11348	C11348
C00030	C00030
C06701	C06701
nad	C00003
h2o	C00001
pi	C00009
nadh	C00004
h	C00080
C11215	C11215
C07292	C07292
arsni	C06697
gtdss	C07293
C07294	C07294
gthrd	C00051
C07295	C07295
gthox	C00127
h2o	C00001
C03758	C03758
C01852	C01852
C07307	C07307
h2o	C00001
amet	C00019
C01229	C01229
ahcys	C00021
C04215	C04215
amet	C00019
C01229	C01229
ahcys	C00021
C04340	C04340
C04438	C04438
h2o	C00001
C00162	C00162
g3pe	C01233
C09823	C09823
C00028	C00028
C09811	C09811
C00030	C00030
C05973	C05973
h2o	C00001
C00162	C00162
g3pe	C01233
atp	C00002
tyr-L	C00082
trnatyr	C00787
amp	C00020
ppi	C00013
tyrtrna	C02839
C00788	C00788
h2o	C00001
o2	C00007
C05577	C05577
mea	C00218
h2o2	C00027
C20553	C20553
o2	C00007
nadph	C00005
h	C00080
C20554	C20554
nadp	C00006
h2o	C00001
C20554	C20554
dmpp	C00235
C20555	C20555
ppi	C00013
C20542	C20542
nadph	C00005
h	C00080
o2	C00007
C20543	C20543
nadp	C00006
h2o	C00001
dhna	C03657
octdp	C04146
2dmmq8	C05818
ppi	C00013
co2	C00011
amet	C00019
C00780	C00780
ahcys	C00021
C06212	C06212
accoa	C00024
C00780	C00780
coa	C00010
C00978	C00978
C00780	C00780
5mthf	C00440
C05659	C05659
thf	C00101
C03826	C03826
nad	C00003
C05406	C05406
nadh	C00004
4izp	C03680
urcan	C00785
h2o	C00001
C10503	C10503
nadp	C00006
h2o	C00001
C00786	C00786
nadph	C00005
h	C00080
amet	C00019
C01977	C01977
ahcys	C00021
C04545	C04545
C19836	C19836
h2o	C00001
C19964	C19964
ppi	C00013
pyr	C00022
coa	C00010
o2	C00007
h2o2	C00027
accoa	C00024
co2	C00011
pyr	C00022
coa	C00010
nadp	C00006
accoa	C00024
co2	C00011
nadph	C00005
h	C00080
C03015	C03015
h2o	C00001
pyr	C00022
nh4	C00014
co2	C00011
accoa	C00024
C00058	C00058
coa	C00010
pyr	C00022
15dap	C01672
C10773	C10773
mal-D	C00497
nad	C00003
pyr	C00022
co2	C00011
nadh	C00004
h	C00080
mal-L	C00149
nad	C00003
pyr	C00022
co2	C00011
nadh	C00004
h	C00080
oaa	C00036
pyr	C00022
co2	C00011
mal-L	C00149
nadp	C00006
pyr	C00022
co2	C00011
nadph	C00005
h	C00080
pyr	C00022
co2	C00011
C03981	C03981
C03248	C03248
h2o	C00001
pyr	C00022
co2	C00011
C19795	C19795
C16270	C16270
C19824	C19824
C19825	C19825
C16402	C16402
C16414	C16414
C16403	C16403
C16396	C16396
C06337	C06337
h2o	C00001
bz	C00180
C01353	C01353
C16395	C16395
nadh	C00004
h	C00080
C16397	C16397
nad	C00003
h2o	C00001
C16395	C16395
nadh	C00004
h	C00080
C16396	C16396
nad	C00003
h2o	C00001
C16394	C16394
nadh	C00004
h	C00080
C16396	C16396
nad	C00003
h2o	C00001
C16394	C16394
nadh	C00004
h	C00080
C16403	C16403
nad	C00003
h2o	C00001
C16400	C16400
C16401	C16401
C16281	C16281
o2	C00007
nadph	C00005
h	C00080
C16283	C16283
nadp	C00006
h2o	C00001
C16391	C16391
nadh	C00004
h	C00080
C16393	C16393
nad	C00003
h2o	C00001
C16393	C16393
nadh	C00004
h	C00080
C16395	C16395
nad	C00003
h2o	C00001
C10101	C10101
nadh	C00004
h	C00080
C15591	C15591
nad	C00003
frdp	C00448
C16269	C16269
ppi	C00013
C17227	C17227
C17228	C17228
co2	C00011
C06719	C06719
h2o	C00001
C16272	C16272
C16272	C16272
accoa	C00024
C16273	C16273
ac	C00033
C16273	C16273
coa	C00010
C01144	C01144
accoa	C00024
C00836	C00836
nadph	C00005
h	C00080
o2	C00007
C12144	C12144
nadp	C00006
h2o	C00001
C12146	C12146
C12144	C12144
coa	C00010
C12145	C12145
pe_PA	C00350
G00141	G00141
12dgr	C00165
G00151	G00151
C12126	C12126
nadph	C00005
h	C00080
o2	C00007
C12145	C12145
nadp	C00006
h2o	C00001
C14091	C14091
o2	C00007
nadh	C00004
h	C00080
C14092	C14092
nad	C00003
C06729	C06729
nadp	C00006
C06730	C06730
co2	C00011
nadph	C00005
h	C00080
C06124	C06124
h2o	C00001
C00319	C00319
pi	C00009
C01454	C01454
o2	C00007
nadh	C00004
h	C00080
C06729	C06729
nad	C00003
C01120	C01120
h2o	C00001
C00836	C00836
pi	C00009
G10609	G10609
G00155	G00155
G10619	G10619
G00156	G00156
frdp	C00448
C12142	C12142
ppi	C00013
pe_PA	C00350
G00146	G00146
12dgr	C00165
G00147	G00147
C02960	C02960
h2o	C00001
C00195	C00195
pi	C00009
G10617	G10617
G00147	G00147
G10622	G10622
G00148	G00148
G10617	G10617
G00148	G00148
G10622	G10622
G00149	G00149
C06730	C06730
o2	C00007
C06760	C06760
C15498	C15498
C16736	C16736
C00069	C00069
h2o	C00001
C15496	C15496
h2	C00282
nadp	C00006
nadph	C00005
h	C00080
h2	C00282
C00028	C00028
C00030	C00030
C15499	C15499
o2	C00007
ac	C00033
mthgxl	C00546
C12308	C12308
akg	C00026
o2	C00007
C02034	C02034
succ	C00042
co2	C00011
C15485	C15485
akg	C00026
o2	C00007
C15500	C15500
succ	C00042
co2	C00011
C15500	C15500
akg	C00026
o2	C00007
C15501	C15501
succ	C00042
co2	C00011
C15485	C15485
akg	C00026
o2	C00007
C15502	C15502
succ	C00042
co2	C00011
bz	C00180
nadh	C00004
h	C00080
o2	C00007
C04634	C04634
nad	C00003
C05981	C05981
h2o	C00001
C11554	C11554
pi	C00009
C00506	C00506
h2o	C00001
pyr	C00022
C11481	C11481
nh4	C00014
C04248	C04248
C16070	C16070
C00641	C00641
grdp	C00341
h2o	C00001
C11388	C11388
ppi	C00013
C16069	C16069
pyr	C00022
C11481	C11481
frdp	C00448
C16028	C16028
ppi	C00013
grdp	C00341
h2o	C00001
C11389	C11389
ppi	C00013
C12459	C12459
C12458	C12458
C03740	C03740
C01879	C01879
C00151	C00151
amet	C00019
C01874	C01874
ahcys	C00021
C03575	C03575
3oxdd	C02367
C01875	C01875
co2	C00011
atp	C00002
C01867	C01867
adp	C00008
C03157	C03157
C02213	C02213
nad	C00003
C01868	C01868
nadh	C00004
h	C00080
C02879	C02879
C01863	C01863
h2o	C00001
C01866	C01866
h2o	C00001
C03806	C03806
C01860	C01860
C06080	C06080
ametam	C01137
ptrc	C00134
5mta	C00170
spmd	C00315
C15025	C15025
nad	C00003
C02636	C02636
